ifi_id,id,object_type,object_id,vector_type,vector_value,status,created_at,updated_at,_load_ts_ms,cdc_source_ts_ms,cdc_op
140793,58620e9a-7835-4c4b-a5a7-6d75f02b431d,ledger,191359519008709736,account-id,1f89b6fb-17f8-4ff9-91b6-7d8d4b42dde0,ACTIVE,2023-04-10 05:16:54.437000,2023-04-10 05:16:54.437000,1687279415000,1687279049218,
140793,5b4298ab-2601-443f-b45e-8f6f9aebbd9d,ledger,1847452385398805851,account-id,24d7cb9b-8d60-49b3-908a-032133d52e87,ACTIVE,2023-04-10 06:07:18.978000,2023-04-10 06:07:18.978000,1687279415000,1687279049220,
140793,7a47af21-7659-4a9a-bbed-27b528368c54,ledger,4299100338639815994,account-no,0010016333460842,ACTIVE,2023-03-13 12:51:06.240000,2023-03-13 12:51:06.240000,1679665908000,,
140793,941cb7e4-ca00-49c7-b222-2c7baa0f3643,ledger,6958546007162534516,account-id,9586ed20-f8db-4f80-adc4-55b37dddfbb3,ACTIVE,2023-01-25 16:47:07.263000,2023-01-25 16:47:07.263000,1679665908000,,
140793,9a14f488-65f0-4a74-a035-323693ed8291,ledger,6993699687879798222,account-id,0b1e2d4b-fff8-4d4c-a663-6c3d8df1f14b,ACTIVE,2023-01-18 07:29:47.179000,2023-01-18 07:29:47.179000,1679665908000,,
600309,9c39bebf-a601-4425-bc64-dca0a5b070ca,ledger,7508046466392350062,account-id,6da9d926-ba84-4430-9476-0011e8ec2fd6,ACTIVE,2023-09-27 07:26:29.248000,2023-09-27 07:26:29.248000,1695800034000,1695799589250,
140793,a4cdc7bf-7c17-4fec-ac8f-ff0ac303cdd9,ledger,4515774776229596788,account-no,0010016741406544,ACTIVE,2023-03-13 13:25:54.045000,2023-03-13 13:25:54.045000,1679665908000,,
140793,b6f6f60b-ea84-4b86-885c-aa57f73bec53,ledger,3313149172402862550,account-id,ca99125b-cfaf-4624-85de-043806624e66,ACTIVE,2023-04-10 06:08:24.767000,2023-04-10 06:08:24.767000,1687279900000,1687279050355,
600309,cc5ec5a6-e138-47fc-b22a-d4215f56baa3,ledger,8928540575366112973,account-no,6130974855951774,ACTIVE,2023-09-27 07:29:33.244000,2023-09-27 07:29:33.244000,1695800034000,1695799773246,
140793,cf53bff2-390b-4206-9fcb-5668f24e9bef,ledger,4289278603131975889,account-id,90f9122a-fdf2-4ba8-b22a-6f25691fdaaf,ACTIVE,2023-03-24 09:33:50.421000,2023-03-24 09:33:50.421000,1679665908000,,
140793,d2791856-a0c1-43d0-b640-e1cd9c9752a2,ledger,5753902685291066454,account-no,0010012602813233,ACTIVE,2023-01-18 07:44:29.779000,2023-01-18 07:44:29.779000,1679665908000,,
140793,d9c2ae22-8d77-43f1-975e-7e41d9dc122e,ledger,9196499495089390629,account-no,0010016427277383,ACTIVE,2023-01-18 12:38:14.039000,2023-01-18 12:38:14.039000,1679665908000,,
600309,e0ad275d-657f-4835-a27d-42b055e8968c,ledger,8928540575366112973,account-id,64398b70-dfab-4aa9-bc29-f8cc59fb3268,ACTIVE,2023-09-27 07:29:33.244000,2023-09-27 07:29:33.244000,1695800034000,1695799773245,
600309,e8f631d6-4dec-41e1-bacf-20828b6ee446,ledger,8368765085879440447,account-no,6198184046877768,ACTIVE,2023-10-16 13:23:59.834000,2023-10-16 13:23:59.834000,1697463220000,1697462639836,
140793,f673d454-388a-478f-ba56-bd2e19f8310d,ledger,298537056653353409,account-id,37e07917-0643-41aa-b2f2-f74ab4a9dcef,ACTIVE,2023-04-12 13:39:09.508000,2023-04-12 13:39:09.508000,1687279900000,1687279050619,
140793,00f08cf4-942f-4c8f-aede-8d20d043115f,ledger,1710505310430524820,account-id,78420f63-d7a5-4a9b-ba01-8b46d3094514,ACTIVE,2023-01-16 12:29:18.437000,2023-01-16 12:29:18.437000,1679665908000,,
600309,039a8721-b7b7-41d1-8f57-28a0ec31ad2d,ledger,4307213428160340902,account-no,6111427198600312,ACTIVE,2023-09-27 07:23:22.695000,2023-09-27 07:23:22.695000,1695799721000,1695799402697,
140793,04568339-f1b3-4d3e-9d34-a9c682e5ca02,ledger,5380412327091594003,account-id,f35d0c67-fea2-4bd3-acd5-bc07e8e049a9,ACTIVE,2023-03-13 13:24:56.225000,2023-03-13 13:24:56.225000,1679665908000,,
600309,1069ab7a-770b-480a-aa7b-20b1ded3bf74,ledger,95151386613114378,account-no,6112770715155586,ACTIVE,2023-09-27 07:32:52.841000,2023-09-27 07:32:52.841000,1695800339000,1695799972843,
140793,11a2c6de-4c76-4de7-84a9-921a4f807fac,ledger,5405749746944749890,account-id,4fae62c5-315a-41b2-9354-aad94407e12a,ACTIVE,2023-04-23 07:26:04.420000,2023-04-23 07:26:04.420000,1687279415000,1687279048328,
600309,1b965637-007b-4299-8b02-0b658bba84e1,ledger,7508046466392350062,account-no,6141353771781275,ACTIVE,2023-09-27 07:26:29.248000,2023-09-27 07:26:29.248000,1695800034000,1695799589250,
140793,35840e02-72ca-4025-bbac-10000ce8846d,ledger,1847452385398805851,account-no,0010018833308182,ACTIVE,2023-04-10 06:07:18.978000,2023-04-10 06:07:18.978000,1687279415000,1687279048817,
140793,3ffd9248-6c43-41de-83b7-c9b67cefc9b2,ledger,4811609217097046902,account-no,0010010935527470,ACTIVE,2023-03-14 11:52:14.911000,2023-03-14 11:52:14.911000,1679665908000,,
600309,533452cc-22c8-4d01-a76b-9425a5a06e78,ledger,3355845198898976559,account-id,ee427b2d-181a-486f-a7ec-c90cfab57ee3,ACTIVE,2023-09-27 07:27:32.482000,2023-09-27 07:27:32.482000,1695800034000,1695799652484,
600309,5c0491c1-9a0e-4190-a4e9-9850926f2c12,ledger,3188596155460517602,account-id,4cb64df2-3fd7-4e34-afc7-91aecfa91a51,ACTIVE,2023-09-27 07:25:18.021000,2023-09-27 07:25:18.021000,1695800034000,1695799518023,
600309,5de08b4f-f025-442e-a00d-c9688c0ab02d,ledger,8368765085879440447,account-id,1d6a4d02-a4b6-4a05-8812-e5ba61d5cb58,ACTIVE,2023-10-16 13:23:59.834000,2023-10-16 13:23:59.834000,1697463220000,1697462639836,
140793,67a1ba93-9ccd-4359-95c6-41ec1d547ca7,ledger,2610445462204426753,account-no,0010010919192572,ACTIVE,2023-03-24 04:04:28.974000,2023-03-24 04:04:28.974000,1679665908000,,
600309,9e4ec93f-ebb3-4589-bbf1-e9887099cec1,ledger,1638067862578547513,account-id,e26437e1-b3f1-439a-9916-ebc964929f61,ACTIVE,2023-09-27 07:23:37.585000,2023-09-27 07:23:37.585000,1695799721000,1695799417587,
140793,a61eddcc-b0be-4cf3-8112-4189698d32fa,ledger,5795696493033600076,account-no,0010014191683480,ACTIVE,2023-04-10 06:08:11.364000,2023-04-10 06:08:11.364000,1687279415000,1687279050255,
600309,ac3bbc81-eced-4148-9cf9-b68fb02109f3,ledger,4518644423287185371,account-no,6182227862848641,ACTIVE,2023-10-16 13:23:33.169000,2023-10-16 13:23:33.169000,1697463220000,1697462613174,
140793,ae4f02e7-56b0-4aae-b865-7e986e9853b8,ledger,2772116840831708337,account-id,1b3ab2d2-dfee-44c4-828b-34c564e9aa30,ACTIVE,2023-03-24 09:32:39.003000,2023-03-24 09:32:39.003000,1679665908000,,
140793,b7948e80-8f9a-40da-bd71-84bbed6282ec,ledger,5753902685291066454,account-id,166e758f-9ad4-421a-a5e7-8ec651802711,ACTIVE,2023-01-18 07:44:29.789000,2023-01-18 07:44:29.789000,1679665908000,,
140793,b8a940b0-41dd-4309-90cc-da1dd7d09c46,ledger,6958546007162534516,account-no,0010013713328251,ACTIVE,2023-01-25 16:47:07.264000,2023-01-25 16:47:07.264000,1679665908000,,
140793,c8ea0058-075d-408a-8b50-b04073b569e9,ledger,2772116840831708337,account-no,0010015963346297,ACTIVE,2023-03-24 09:32:39.003000,2023-03-24 09:32:39.003000,1679665908000,,
140793,ca0a0bf6-6576-42fa-9b2a-8508f1233be9,ledger,5962684267211494232,account-id,0265e46e-0da0-41ff-90d6-2df9da71139c,ACTIVE,2023-04-23 11:34:22.175000,2023-04-23 11:34:22.175000,1687279900000,1687279050369,
140793,cbbb55dc-b4de-4258-883c-c6598abc9c6a,ledger,191359519008709736,account-no,0010016118981194,ACTIVE,2023-04-10 05:16:54.438000,2023-04-10 05:16:54.438000,1687279900000,1687279050371,
140793,ee6850c0-1005-4863-83df-547b5308237c,ledger,4863864428981138053,account-no,0010013230017759,ACTIVE,2023-03-24 04:08:52.523000,2023-03-24 04:08:52.523000,1679665908000,,
140793,efed84ea-1143-42da-a5f1-57da791045f0,ledger,6993699687879798222,account-no,0010015792868297,ACTIVE,2023-01-18 07:29:47.180000,2023-01-18 07:29:47.180000,1679665908000,,
140793,f3ce028d-1489-4255-953d-f478d86e971a,ledger,298537056653353409,account-no,0010012032057922,ACTIVE,2023-04-12 13:39:09.509000,2023-04-12 13:39:09.509000,1687279900000,1687279050617,
140793,f7efde62-6673-470a-9f68-d58be319bcd8,ledger,7403395039964645676,account-no,0010019481264818,ACTIVE,2023-04-23 07:25:00.196000,2023-04-23 07:25:00.196000,1687279900000,1687279050620,
140793,fa31425f-b24e-42c3-931e-af4f4056b458,ledger,4868218614748269689,account-id,26077639-c0f4-4734-9f23-d625b247361f,ACTIVE,2023-04-22 12:59:36.116000,2023-04-22 12:59:36.116000,1687279900000,1687279050621,
140793,0227aeef-384b-44d6-83ab-b06ef29f50d5,ledger,4515774776229596788,account-id,ff461c80-de2c-4957-977c-0efe07ceb110,ACTIVE,2023-03-13 13:25:54.045000,2023-03-13 13:25:54.045000,1679665908000,,
140793,09839a7d-6c31-4ae0-ab06-2eded9a6e867,ledger,4214859983996377520,account-no,0010016093571937,ACTIVE,2023-03-13 13:25:14.237000,2023-03-13 13:25:14.237000,1679665908000,,
600309,0b508c6f-2202-4b97-8ca4-64705e1342e6,ledger,7036165555003290793,account-no,6125563011451147,ACTIVE,2023-10-16 13:25:25.113000,2023-10-16 13:25:25.113000,1697463220000,1697462725116,
600309,0dd32ba8-2cea-428a-829f-c86315ebe1a9,ledger,6574473046165434245,account-no,6111831518791125,ACTIVE,2023-09-29 04:49:32.005000,2023-09-29 04:49:32.005000,1695963328000,1695962972006,
600309,122ebe2c-d99f-42d4-baca-9f1c8bfee6cd,ledger,8311454326117044147,account-no,6181943953278008,ACTIVE,2023-09-27 06:36:51.265000,2023-09-27 06:36:51.265000,1695796968000,1695796611267,
140793,26888288-448d-4ce1-b52d-fabe76b90d41,ledger,837655633719936684,account-no,0010015846640130,ACTIVE,2023-10-16 06:16:09.570000,2023-10-16 06:16:09.570000,1697437774000,1697436969575,
600309,303fb135-69fb-4f92-a4e9-39a4f9f5553a,ledger,4518644423287185371,account-id,781cca40-5c4c-413e-84ce-770b9792113a,ACTIVE,2023-10-16 13:23:33.170000,2023-10-16 13:23:33.170000,1697463220000,1697462613175,
600309,307b715d-acb7-4334-8130-6de671a9b737,ledger,1789568842219088810,account-id,644ab764-2d38-4914-8907-94ddf8b6c6ee,ACTIVE,2023-09-29 04:49:56.112000,2023-09-29 04:49:56.112000,1695963328000,1695962996114,
140793,3c8e50d4-30c6-4ab1-b774-cab2d03b7b4b,ledger,4759130438979365855,account-no,0010017366731901,ACTIVE,2023-03-24 04:12:36.220000,2023-03-24 04:12:36.220000,1679665908000,,
140793,42854bca-28f0-4c9f-9e6e-db4cb21c8140,ledger,4299100338639815994,account-id,fd82f14f-979f-45b6-afe4-ba6d9135b118,ACTIVE,2023-03-13 12:51:06.238000,2023-03-13 12:51:06.238000,1679665908000,,
140793,477335d9-3ddd-4acb-a4d7-3a1a7b5436d4,ledger,4868218614748269689,account-no,0010010606809629,ACTIVE,2023-04-22 12:59:36.116000,2023-04-22 12:59:36.116000,1687279415000,1687279049203,
140793,4ce1c988-fad1-4639-acd1-87a2385638f5,ledger,894425648537326004,account-no,0010014588329564,ACTIVE,2023-03-24 04:14:04.723000,2023-03-24 04:14:04.723000,1679665908000,,
140793,4f4c4a46-b50f-43bb-a5b2-9c788c9b6766,ledger,4863864428981138053,account-id,9cb1be38-5a80-4541-9fa7-5bc50c90c087,ACTIVE,2023-03-24 04:08:52.523000,2023-03-24 04:08:52.523000,1679665908000,,
140793,6b406ec7-2c54-48c9-af38-0b4b4989e9a1,ledger,6968648153677021225,account-id,619d27cf-0f64-4c38-b2fb-9367edc1d6f6,ACTIVE,2023-01-21 08:24:09.467000,2023-01-21 08:24:09.467000,1679665908000,,
140793,6e9ab404-0e85-4acd-8ceb-0a2545db2eb7,ledger,5380412327091594003,account-no,0010014602824871,ACTIVE,2023-03-13 13:24:56.226000,2023-03-13 13:24:56.226000,1679665908000,,
140793,7e08b19b-dc1a-428f-93dc-82b663483318,ledger,7624789983242126875,account-id,719831e5-8f72-44d9-9c77-7f9dcb6d109d,ACTIVE,2023-10-16 14:12:59.215000,2023-10-16 14:12:59.215000,1697466324000,1697465579219,
600309,7e8d5aad-5748-4163-be00-bb2160214175,ledger,1088644771886435437,account-no,6146406946487155,ACTIVE,2023-09-27 07:25:58.681000,2023-09-27 07:25:58.681000,1695800034000,1695799558683,
140793,96636777-41a7-4cfd-9441-9fba0a93c41d,ledger,4811609217097046902,account-id,1965a71b-c5b2-432b-882d-cfcf2b60d3d0,ACTIVE,2023-03-14 11:52:14.911000,2023-03-14 11:52:14.911000,1679665908000,,
600309,97e22e9b-46e2-4ebf-bf5b-5f309cbf4546,ledger,6574473046165434245,account-id,14c2d238-d01f-4035-9dfb-d8dc100c97c0,ACTIVE,2023-09-29 04:49:32.005000,2023-09-29 04:49:32.005000,1695963328000,1695962972006,
600309,9b21a72c-325e-47bf-8eb1-fd443ed300a9,ledger,7639948258772203966,account-no,6177293502781524,ACTIVE,2023-09-27 07:27:12.145000,2023-09-27 07:27:12.145000,1695800034000,1695799632147,
600309,a3e1eb7b-c584-40d3-b32b-1cb8fdd47080,ledger,4307213428160340902,account-id,b4a335bb-023e-4e24-af19-0596506a69e7,ACTIVE,2023-09-27 07:23:22.695000,2023-09-27 07:23:22.695000,1695799721000,1695799402697,
140793,b54ba046-8914-49c7-8646-53b83476d025,ledger,4759130438979365855,account-id,3e836fda-28f8-4e10-865a-d4f131123f23,ACTIVE,2023-03-24 04:12:36.220000,2023-03-24 04:12:36.220000,1679665908000,,
140793,c04e37a1-3247-46a0-a747-8272f53197e4,ledger,894425648537326004,account-id,383882ee-3e75-487d-80a4-7f1431fa0655,ACTIVE,2023-03-24 04:14:04.723000,2023-03-24 04:14:04.723000,1679665908000,,
140793,c8482141-f08c-444f-bc06-9f8f1cd61795,ledger,3154937599461087223,account-id,3ec42af3-374c-42e1-a2f2-f91fa7d837aa,ACTIVE,2023-03-15 09:31:21.866000,2023-03-15 09:31:21.866000,1679665908000,,
140793,cfe7bae3-1077-4b6f-9887-1a44a02d440c,ledger,5795696493033600076,account-id,5026ea76-1210-4abc-ae13-ac7f9fdc45f7,ACTIVE,2023-04-10 06:08:11.364000,2023-04-10 06:08:11.364000,1687279900000,1687279050461,
140793,d40a28f2-df0f-4927-97af-44cb1d3d4f80,ledger,837655633719936684,account-id,2c308a67-e387-4a7a-90d4-d26bac489161,ACTIVE,2023-10-16 06:16:09.569000,2023-10-16 06:16:09.569000,1697437774000,1697436969575,
600309,d845dd1b-2cd3-4e2e-82eb-92e8b16e7951,ledger,95151386613114378,account-id,50215fc8-1484-413e-ab29-ffbc3acc83db,ACTIVE,2023-09-27 07:32:52.841000,2023-09-27 07:32:52.841000,1695800339000,1695799972842,
