coupon_id,ledger_id,issue_value,redeemed_value,signed_coupon_hash,cloned_from_coupon_id,created_for_posting_id,redeemed_for_posting_id,attributes,created_at,expires_at,issued_at,effective_from,curn,book_time,value_time,state,reason_code,predecessor_coupon,state_transition_map,terms,redemption_info,_load_ts_ms,cdc_source_ts_ms,cdc_op
003fecdf-053b-49f9-ba71-1528aeb7e89e,184823469348124710,986,,random_hash,,881603,,"{""postingAttributes"":{""isForced"":""true"",""loanAmount"":""1000000"",""loanStatus"":""ACTIVE"",""interestType"":""EMIInterest"",""journal.self"":""false"",""isP2PTransfer"":""false"",""loanAccountID"":""9643920f-3df3-4814-8aa7-a3f6c02495d1"",""loanBookedDate"":""2010-03-26"",""rateOfInterest"":""35.5"",""loanAccountName"":""APR_loan_booking"",""loanMaturityDate"":""2010-05-01"",""loanAccountNumber"":""1231101260995977"",""journal.voucherCode"":""CONVERSION_LOAN_INSTALLMENT_BILLING"",""sourceTransactionID"":""20230419182621836_577_Req_clearance_1681928779"",""defaultTimeReference"":""BOOK"",""numberOfInstallments"":""6"",""principalOutstanding"":""845240"",""lastInstallmentBilled"":""false"",""remainingInstallments"":""5"",""balanceInterestPayable"":""15909.0"",""ruby.isBaseTransaction"":""true""},""postingCategories"":[""EMIInterestUnbilled"",""EMIUnbilled""]}",2023-04-23 13:55:07.664000,,2023-04-23 13:55:07.664000,2023-04-23 13:55:07.680705+00:00,881603,2010-03-25 18:30:00+00:00,2010-03-26 18:30:00+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1682258107664},""ISSUED"":{""endTime"":1682258107664,""startTime"":1682258107664}}","{""interest"":{""term"":{""graceDate"":1269800999999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/ECOM_RATE_001?version=3"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215019,
003ff2ec-79b4-4aaa-8b14-6dedf55e6e60,4715612094514337224,4500,,random_hash,,590851,,"{""postingAttributes"":{""isForced"":""true"",""policyURI"":""policy://code/INDIGO_6E_CASH_ADVANCE_CHARGE_4553116145269988375/version/1"",""chargeType"":""CW_CHARGE"",""journal.self"":""false"",""isP2PTransfer"":""false"",""ruby.chargeCode"":""SGSTAFHDFC001"",""ruby.chargeType"":""SGST"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""ruby.baseChargeType"":""CashAdvanceFee"",""defaultTimeReference"":""BOOK"",""ruby.chargeRequestID"":""1682446878"",""ruby.isBaseTransaction"":""false"",""ruby.derivedChargeInvoiceNumber"":""TCC2003183364100"",""ruby.derivedChargeComponentPercentage"":""9""},""postingCategories"":[""RetailUnbilled"",""gstUnbilled""]}",2023-04-25 18:21:33.456000,,2023-04-25 18:21:33.456000,2023-04-25 18:21:33.475387+00:00,590851,2020-01-31 18:30:00+00:00,2020-02-01 18:15:45+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1682446893456},""ISSUED"":{""endTime"":1682446893456,""startTime"":1682446893456}}","{""interest"":{""term"":{""graceDate"":1580754599999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215019,
0044ba67-77f2-4d28-8efa-355c004c0fd4,7321612671630208876,200000,,random_hash,,577164,,"{""postingAttributes"":{""hold.ids"":[""9afb3ff3-419b-4865-8012-139f6bd01228""],""isForced"":""true"",""authRequest"":{""value"":[{""type"":""Cardholder Billing"",""currency"":""INR"",""amount"":2000},{""type"":""Transaction"",""currency"":""INR"",""amount"":2000}],""conversionRate"":""1.000000""},""channelCode"":""CHNINZZ1013"",""journal.self"":""false"",""isP2PTransfer"":""false"",""super-card.mcc"":""5542"",""journal.voucherCode"":""CARD_PURCHASE_CLEARANCE_AGAINST_HOLD"",""super-card.txn-type"":"""",""defaultTimeReference"":""BOOK"",""super-card.isDomestic"":""true"",""ruby.isBaseTransaction"":""true"",""metaPosting.postingCode"":""consume-hold""},""postingCategories"":[""RetailPrincipalUnbilled"",""RetailUnbilled"",""purchase-hold"",""debit-hold""]}",2023-01-20 17:38:45.782000,,2023-01-20 17:38:45.782000,2023-01-20 17:38:45.800749+00:00,577164,2010-01-14 18:30:00+00:00,2010-01-14 18:30:00+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1674236325782},""ISSUED"":{""endTime"":1674236325782,""startTime"":1674236325782}}","{""interest"":{""term"":{""graceDate"":1264464000000,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/ECOM_RATE_001?version=3"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215019,
004bb487-5334-4d27-9223-4f11bfc829c8,8684996672134625968,200000,,random_hash,,808037,,"{""postingAttributes"":{""hold.ids"":[""8761ee39-44d5-4eb1-b8de-640f00465525""],""isForced"":""true"",""authRequest"":{""value"":[{""type"":""Cardholder Billing"",""currency"":""INR"",""amount"":2000},{""type"":""Transaction"",""currency"":""USD"",""amount"":2000}],""conversionRate"":""1.000000""},""channelCode"":""CHNINZZ1013"",""journal.self"":""false"",""isP2PTransfer"":""false"",""super-card.mcc"":"""",""journal.voucherCode"":""CARD_PURCHASE_CLEARANCE_AGAINST_HOLD"",""super-card.txn-type"":""ATM"",""defaultTimeReference"":""BOOK"",""super-card.isDomestic"":""false"",""ruby.isBaseTransaction"":""true"",""metaPosting.postingCode"":""consume-hold"",""x.transactionCurrencyCode"":""USD""},""postingCategories"":[""RetailPrincipalUnbilled"",""RetailUnbilled"",""purchase-hold"",""INTERNATIONAL_ATM_PC_SPENDLIMITS"",""debit-hold""]}",2023-01-20 17:38:45.569000,,2023-01-20 17:38:45.569000,2023-01-20 17:38:45.583644+00:00,808037,2010-01-12 18:30:00+00:00,2010-01-12 18:30:00+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1674236325569},""ISSUED"":{""endTime"":1674236325569,""startTime"":1674236325569}}","{""interest"":{""term"":{""graceDate"":1264464000000,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/ECOM_RATE_001?version=3"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215064,
004c2ab1-4edb-47cd-acf5-59e12200c5ce,4715612094514337224,4500,,random_hash,,591002,,"{""postingAttributes"":{""isForced"":""true"",""policyURI"":""policy://code/INDIGO_6E_CASH_ADVANCE_CHARGE_4553116145269988375/version/1"",""chargeType"":""CW_CHARGE"",""journal.self"":""false"",""isP2PTransfer"":""false"",""ruby.chargeCode"":""SGSTAFHDFC001"",""ruby.chargeType"":""SGST"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""ruby.baseChargeType"":""CashAdvanceFee"",""defaultTimeReference"":""BOOK"",""ruby.chargeRequestID"":""1682447088"",""ruby.isBaseTransaction"":""false"",""ruby.derivedChargeInvoiceNumber"":""TCC2003179255092"",""ruby.derivedChargeComponentPercentage"":""9""},""postingCategories"":[""RetailUnbilled"",""gstUnbilled""]}",2023-04-25 18:25:40.322000,,2023-04-25 18:25:40.322000,2023-04-25 18:25:40.387012+00:00,591002,2020-01-31 18:30:00+00:00,2020-02-01 18:15:45+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1682447140322},""ISSUED"":{""endTime"":1682447140322,""startTime"":1682447140322}}","{""interest"":{""term"":{""graceDate"":1580754599999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215064,
0052716c-a325-4260-9b87-94da276e282c,5260139986315511136,10000,,random_hash,,207505,,"{""postingAttributes"":{""dueDate"":""2022-07-03"",""endDate"":""1656959399999"",""isForced"":""true"",""policyURI"":""policy://code/INDIGO_6E_LATE_CHARGE_FEE1_7189319118255734032/version/2"",""productID"":""7189319118255733800"",""startDate"":""1656873000000"",""eventOwner"":""RUBY"",""journal.self"":""false"",""isP2PTransfer"":""false"",""netChargeable"":""11800"",""totalAmountDue"":""51000"",""accountHolderID"":""bad05caf-6c92-476f-b5db-106ad239aa94"",""ruby.chargeType"":""LateFee"",""minimumAmountDue"":""20000"",""journal.voucherCode"":""LATE_CHARGE"",""defaultTimeReference"":""BOOK"",""ruby.isBaseTransaction"":""true""},""postingCategories"":[""LateFeeUnbilled"",""RetailUnbilled""]}",2023-03-29 12:33:55.658000,,2023-03-29 12:33:55.658000,2023-03-29 12:33:55.676707+00:00,207505,2022-07-03 18:31:00+00:00,2022-07-02 18:31:00+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1680093235658},""ISSUED"":{""endTime"":1680093235658,""startTime"":1680093235658}}","{""interest"":{""term"":{""graceDate"":1659571200000,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215065,
00529cdf-db66-4dfa-befc-deebf3d91a05,8481370307395827931,4500,,random_hash,,274277,,"{""postingAttributes"":{""chargeID"":""e2a92a06-d681-4a9c-b21a-cd2942eeece5"",""isForced"":""true"",""journal.self"":""false"",""isP2PTransfer"":""false"",""ruby.chargeCode"":""SGSTAFHDFC001"",""ruby.chargeType"":""SGST"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""ruby.baseChargeType"":""CashAdvanceFee"",""defaultTimeReference"":""BOOK"",""ruby.chargeRequestID"":""AUTO1533052825718"",""ruby.isBaseTransaction"":""false""},""postingCategories"":[""RetailUnbilled"",""gstUnbilled""]}",2023-04-25 06:00:18.892000,,2023-04-25 06:00:18.892000,2023-04-25 06:00:18.949910+00:00,274277,2020-05-21 18:30:00+00:00,2020-05-21 18:30:30+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1682402418892},""ISSUED"":{""endTime"":1682402418892,""startTime"":1682402418892}}","{""interest"":{""term"":{""graceDate"":1590344999999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215065,
0054ca4a-1eee-4853-839b-94a6f45c284a,4715612094514337224,200100,,random_hash,,591067,,"{""postingAttributes"":{""hold.ids"":[""e3c80733-f8d2-4d2c-a1e1-36fe479e8122""],""isForced"":""true"",""authRequest"":{""value"":[{""type"":""Cardholder Billing"",""currency"":""INR"",""amount"":2000},{""type"":""Transaction"",""currency"":""INR"",""amount"":2500000}],""conversionRate"":""1.000000""},""channelCode"":""CHNINZZ1013"",""journal.self"":""false"",""isP2PTransfer"":""false"",""super-card.mcc"":"""",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""super-card.txn-type"":""ATM"",""defaultTimeReference"":""BOOK"",""super-card.isDomestic"":""true"",""ruby.isBaseTransaction"":""true"",""metaPosting.postingCode"":""consume-hold"",""x.transactionCurrencyCode"":""INR"",""clearing.firstPresentment.debit.transactionCurrencyCode "":""INR""},""postingCategories"":[""cash-hold"",""CashUnbilled"",""DOMESTIC_ATM_PC_SPENDLIMITS"",""CashPrincipalUnbilled"",""debit-hold""]}",2023-04-25 18:32:54.374000,,2023-04-25 18:32:54.374000,2023-04-25 18:32:54.424173+00:00,591067,2020-01-31 18:30:00+00:00,2020-02-01 18:15:45+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1682447574374},""ISSUED"":{""endTime"":1682447574374,""startTime"":1682447574374}}","{""interest"":{""term"":{""graceDate"":1580580945000,""programCode"":""CASH_GEN_COUP_V3_BENIFIT_45_2"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/CASH_GEN_001_45?version=2"",""gracePeriod"":0,""gracePeriodType"":""ABSOLUTE""}}}}}",,1691390599000,1691390215066,
0056f445-ba4f-4cfc-b100-c738383708b4,2526969318457345787,300000,,random_hash,,440177,,"{""postingAttributes"":{""hold.ids"":[""6e011b24-693b-4b2f-80e2-541d5d1d9b4d""],""isForced"":""true"",""authRequest"":{""value"":[{""type"":""Cardholder Billing"",""currency"":""INR"",""amount"":2000},{""type"":""Transaction"",""currency"":""INR"",""amount"":2000}],""conversionRate"":""1.000000""},""channelCode"":""CHNINZZ1013"",""journal.self"":""false"",""isP2PTransfer"":""false"",""super-card.mcc"":""1234"",""journal.voucherCode"":""CARD_PURCHASE_CLEARANCE_AGAINST_HOLD"",""super-card.txn-type"":"""",""defaultTimeReference"":""BOOK"",""super-card.isDomestic"":""true"",""ruby.isBaseTransaction"":""true"",""metaPosting.postingCode"":""consume-hold""},""postingCategories"":[""RetailPrincipalUnbilled"",""RetailUnbilled"",""purchase-hold"",""Spends"",""debit-hold""]}",2023-02-07 17:18:14.844000,,2023-02-07 17:18:14.844000,2023-02-07 17:18:14.856685+00:00,440177,2010-02-21 18:30:00+00:00,2010-02-21 18:30:30+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1675790294844},""ISSUED"":{""endTime"":1675790294844,""startTime"":1675790294844}}","{""interest"":{""term"":{""graceDate"":1267554599999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/ECOM_RATE_001?version=3"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215067,
005d9248-6492-4f4f-8459-8f03cb9f1ed4,4441449899045872533,20,10,random_hash,,601205,601207,"{""postingAttributes"":{""hold.ids"":[""cd81356e-abfc-4c65-b61d-897da8a4ca5b""],""isForced"":""true"",""authRequest"":""{\""value\"":[{\""type\"":\""Cardholder Billing\"",\""currency\"":\""INR\"",\""amount\"":20000},\""conversionRate\"":\""1.000000\""}"",""channelCode"":""CHNINZZ1013"",""journal.self"":""false"",""isP2PTransfer"":""false"",""super-card.mcc"":""5144"",""journal.voucherCode"":""CARD_PURCHASE_CLEARANCE_AGAINST_HOLD"",""defaultTimeReference"":""BOOK"",""super-card.isDomestic"":""true"",""ruby.isBaseTransaction"":""true"",""metaPosting.postingCode"":""consume-hold""},""postingCategories"":[""RetailPrincipalUnbilled"",""RetailUnbilled"",""Spends"",""purchase-hold"",""debit-hold""]}",2023-02-27 02:45:11.824000,2023-02-28 02:27:28,2023-02-27 02:45:11.824000,2023-02-27 02:45:11.843816+00:00,601205,2023-02-27 02:27:28.068000+00:00,2023-02-27 02:27:28.068000+00:00,REDEEMED,,,"{""ACTIVE"":{""endTime"":1677465921853,""startTime"":1677465911824},""ISSUED"":{""endTime"":1677465911824,""startTime"":1677465911824},""REDEEMED"":{""startTime"":1677465921853}}","{""interest"":{""term"":{""graceDate"":1678328848000,""validUntil"":1677551248000,""programCode"":""COUPONEXPIRYNEWCOA"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0011?version=1"",""gracePeriod"":10,""gracePeriodType"":""ABSOLUTE""}}}}}","{""value"":10,""bookTime"":""2023-02-27T08:15:02+05:30"",""postingID"":601207,""valueTime"":""2023-02-27T08:15:02+05:30"",""redeemedAt"":""2023-02-27T02:45:21.853Z"",""systemTime"":""2023-02-27T08:15:20.989+05:30"",""redemptionType"":""PARTIAL"",""reissuedCoupons"":[""806edb7e-b35f-4882-ace7-d692724130eb""],""causedByPostingID"":""601206""}",1691390599000,1691390215068,
0063b2ae-a3fb-48e5-9761-ee19554f55b5,2676696978630000209,4500,,random_hash,,940787,,"{""postingAttributes"":{""isForced"":""true"",""policyURI"":""policy://code/INDIGO_6E_CASH_ADVANCE_CHARGE_4553116145269988375/version/1"",""chargeType"":""CW_CHARGE"",""journal.self"":""false"",""isP2PTransfer"":""false"",""ruby.chargeCode"":""SGSTAFHDFC001"",""ruby.chargeType"":""SGST"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""ruby.baseChargeType"":""CashAdvanceFee"",""defaultTimeReference"":""BOOK"",""ruby.chargeRequestID"":""1682409615"",""ruby.isBaseTransaction"":""false"",""ruby.derivedChargeInvoiceNumber"":""TCC2003049310813"",""ruby.derivedChargeComponentPercentage"":""9""},""postingCategories"":[""RetailUnbilled"",""gstUnbilled""]}",2023-04-25 08:00:25.121000,,2023-04-25 08:00:25.121000,2023-04-25 08:00:25.139448+00:00,940787,2020-01-30 18:30:00+00:00,2020-01-31 09:15:45+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1682409625121},""ISSUED"":{""endTime"":1682409625121,""startTime"":1682409625121}}","{""interest"":{""term"":{""graceDate"":1580668199999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215069,
0072d6cc-07bb-49b4-8557-4dbe9cea2db9,8055068468538139332,4500,4500,random_hash,,571034,571049,"{""postingAttributes"":{""isForced"":""true"",""policyURI"":""policy://code/INDIGO_6E_CASH_ADVANCE_CHARGE_4553116145269988375/version/1"",""chargeType"":""CW_CHARGE"",""journal.self"":""false"",""isP2PTransfer"":""false"",""ruby.chargeCode"":""CGSTAFHDFC001"",""ruby.chargeType"":""CGST"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""ruby.baseChargeType"":""CashAdvanceFee"",""defaultTimeReference"":""BOOK"",""ruby.chargeRequestID"":""AUTO2141995089276"",""ruby.isBaseTransaction"":""false"",""ruby.derivedChargeInvoiceNumber"":""TCC2001341635893"",""ruby.derivedChargeComponentPercentage"":""9""},""postingCategories"":[""RetailUnbilled"",""gstUnbilled""]}",2023-04-12 10:50:59.189000,,2023-04-12 10:50:59.189000,2023-04-12 10:50:59.206207+00:00,571034,2020-01-13 18:30:00+00:00,2020-01-13 18:30:30+00:00,REDEEMED,,,"{""ACTIVE"":{""endTime"":1681298474836,""startTime"":1681296659189},""ISSUED"":{""endTime"":1681296659189,""startTime"":1681296659189},""REDEEMED"":{""startTime"":1681298474836}}","{""interest"":{""term"":{""graceDate"":1579199399999,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}","{""value"":4500,""bookTime"":""2020-01-15T00:00:00+05:30"",""postingID"":571049,""valueTime"":""2020-01-15T00:00:00+05:30"",""redeemedAt"":""2023-04-12T11:21:14.835Z"",""systemTime"":""2023-04-12T16:51:09.83+05:30"",""redemptionType"":""FULL"",""reissuedCoupons"":[],""causedByPostingID"":""571046""}",1691390599000,1691390215072,
0072e641-99d4-46d3-87ec-b8c6d36b6462,7133158783995487496,4500,,random_hash,,311371,,"{""postingAttributes"":{""dueDate"":""2020-05-02"",""endDate"":""1588530599999"",""isForced"":""true"",""policyURI"":""policy://code/INDIGO_6E_LATE_CHARGE_FEE1_7762450906761625876/version/4"",""productID"":""4202712136292510700"",""startDate"":""1588444200000"",""eventOwner"":""RUBY"",""journal.self"":""false"",""isP2PTransfer"":""false"",""netChargeable"":""59000"",""totalAmountDue"":""52106"",""accountHolderID"":""f7763be5-5b27-44ab-a3c1-96243bbe9594"",""ruby.chargeType"":""SGST"",""minimumAmountDue"":""43374"",""journal.voucherCode"":""LATE_CHARGE"",""defaultTimeReference"":""BOOK"",""ruby.isBaseTransaction"":""false"",""derivedChargeInvoiceNumber"":""TCC2012353880994"",""ruby.derivedChargeComponentPercentage"":""9""},""postingCategories"":[""RetailUnbilled"",""gstUnbilled""]}",2023-03-14 09:50:43.167000,,2023-03-14 09:50:43.167000,2023-03-14 09:50:43.265726+00:00,311371,2020-05-02 18:31:00+00:00,2020-05-01 18:31:00+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1678787443167},""ISSUED"":{""endTime"":1678787443167,""startTime"":1678787443167}}","{""interest"":{""term"":{""graceDate"":1589068800000,""programCode"":""GEN_PRGRM_HDFC_V1"",""interestRule"":{""ruleId"":""RULE02"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/RT0001_0_INT?version=2"",""gracePeriodType"":""POLICY""}}}}}",,1691390599000,1691390215072,
007b2f13-ebb7-4661-a193-5c05d7d7dde7,2137589329265982249,5000,,"{""authID"":""COUPON:007b2f13-ebb7-4661-a193-5c05d7d7dde7"",""debitLedgerID"":2137589329265982249,""creditTo"":""merchant"",""value"":{""currency"":""INR"",""amount"":5000},""validUntil"":1676399400000,""attributes"":{""zeta.card-program-id"":""30e94d7d-3cd2-4627-93ca-c53f0a87d308"",""zeta.cloudCard.transactionType"":""EXPIRY"",""corpben.scheduledDate"":""14-Feb-2020"",""zeta.cloudCard.fromEscrow"":""false"",""coupon-spec.denomination-count-map"":""N/A"",""coupon-spec.denomination"":""5000"",""corpben.companyID"":""13815"",""corpben.payoutID"":""15259681"",""corpben.actorEmail"":""saika@zeta.tech"",""corpben.corpID"":""14586"",""corpben.reason"":""transfer"",""corpben.productKind"":""OPTIMA"",""coupon-spec.effective-time"":""1581662900926"",""paymentID"":""0eb1c569-6359-433c-a5af-f82ba7cdc0c2"",""coupon-spec.expiry-time"":""1676399400000"",""zeta.product-type"":""Meal"",""corpben.orderType"":""meal"",""paymentReceiptID"":""288649000001"",""corpben.corporateName"":""OYO Test Company"",""corpben.companyName"":""OYO Test Company"",""corpben.orderID"":""361235"",""corpben.attemptLog"":""1"",""ledgeType"":""MCC_VOUCHER_RECIPIENT"",""corpben.receiverName"":""sai manoj""},""headers"":{""signatoryJID"":""10@zetauser.zeta.in/1"",""signature"":""AAFafq8wRQIhAPvMRCyW7SSmK+qS6TNkwXH6n12x26+MmxnD1sRuZtk/AiBdCfdtf29yei+VQK/gGc48sfnm6O/efkRlQ3SXdebbfg==""}}",,737208,,"{""ledgeType"":""MCC_VOUCHER_RECIPIENT"",""paymentID"":""0eb1c569-6359-433c-a5af-f82ba7cdc0c2"",""corpben.corpID"":""14586"",""corpben.reason"":""transfer"",""corpben.orderID"":""361235"",""corpben.payoutID"":""15259681"",""paymentReceiptID"":""288649000001"",""corpben.companyID"":""13815"",""corpben.orderType"":""meal"",""zeta.product-type"":""Meal"",""corpben.actorEmail"":""saika@zeta.tech"",""corpben.attemptLog"":""1"",""corpben.companyName"":""OYO Test Company"",""corpben.productKind"":""OPTIMA"",""corpben.receiverName"":""sai manoj"",""zeta.card-program-id"":""30e94d7d-3cd2-4627-93ca-c53f0a87d308"",""corpben.corporateName"":""OYO Test Company"",""corpben.scheduledDate"":""14-Feb-2020"",""coupon-spec.expiry-time"":""1676399400000"",""coupon-spec.denomination"":""5000"",""zeta.cloudCard.fromEscrow"":""false"",""zeta.cloudCard.transactionType"":""EXPIRY"",""coupon-spec.denomination-count-map"":""N/A""}",2023-02-14 21:35:37.565000,2023-02-14 18:30:00,2023-02-14 21:35:34.396000,2020-02-14 06:48:20.926000+00:00,,,,,,,,,,1691390599000,1691390215074,
0086682a-30de-4db9-bee8-16555f8e492c,3715501910209054676,50000,,random_hash,,291851,,"{""postingAttributes"":{""isForced"":""true"",""journal.self"":""false"",""isP2PTransfer"":""false"",""ruby.chargeCode"":""CASHWITHDRAW_AM"",""ruby.chargeType"":""CashAdvanceFee"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""ruby.baseChargeType"":""CashAdvanceFee"",""defaultTimeReference"":""BOOK"",""ruby.chargeRequestID"":""Cash_Req_clearance_1679302618"",""ruby.isBaseTransaction"":""false""},""postingCategories"":[""CashUnbilled"",""CashAdvanceFeeUnbilled""]}",2023-03-20 08:58:03.392000,2025-05-05 10:15:45,2023-03-20 08:58:03.392000,2023-03-20 08:58:03.414960+00:00,291851,2020-05-05 18:30:00+00:00,2020-05-06 10:15:45+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1679302683392},""ISSUED"":{""endTime"":1679302683392,""startTime"":1679302683392}}","{""interest"":{""term"":{""graceDate"":1596536145000,""validUntil"":1746440145000,""programCode"":""PRM_DIN_CASH_009"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/MCC_RATE_5345?version=1"",""gracePeriod"":90,""gracePeriodType"":""ABSOLUTE""}}}}}",,1691390599000,1691390215075,
008743c8-9717-4124-9afe-3b0263be63dd,4366441722115717433,5000,,random_hash,,628108,,"{""postingAttributes"":{""hold.ids"":[""bdd8ee3c-28e9-4630-9dfb-95febe11bec7""],""isForced"":""true"",""authRequest"":{""value"":[{""type"":""Cardholder Billing"",""currency"":""INR"",""amount"":2000},{""type"":""Transaction"",""currency"":""INR"",""amount"":2000}],""conversionRate"":""1.000000""},""channelCode"":""CHNINZZ1013"",""journal.self"":""false"",""isP2PTransfer"":""false"",""super-card.mcc"":""6011"",""journal.voucherCode"":""CARD_CASH_CLEARANCE_AGAINST_HOLD"",""super-card.txn-type"":""ATM"",""defaultTimeReference"":""BOOK"",""super-card.isDomestic"":""true"",""ruby.isBaseTransaction"":""true"",""metaPosting.postingCode"":""consume-hold""},""postingCategories"":[""cash-hold"",""CashUnbilled"",""DOMESTIC_ATM_PC_SPENDLIMITS"",""CashPrincipalUnbilled"",""debit-hold""]}",2023-04-12 12:20:41.092000,,2023-04-12 12:20:41.092000,2023-04-12 12:20:41.113136+00:00,628108,2020-01-16 18:30:00+00:00,2020-01-16 18:30:30+00:00,ACTIVE,,,"{""ACTIVE"":{""startTime"":1681302041092},""ISSUED"":{""endTime"":1681302041092,""startTime"":1681302041092}}","{""interest"":{""term"":{""graceDate"":1579199430000,""programCode"":""CASH_GEN_COUP_V3_BENIFIT_45_2"",""interestRule"":{""ruleId"":""RULE01"",""modelParameters"":{""margin"":0.0,""rateTable"":""/rateSpecificationCodes/CASH_GEN_001_45?version=2"",""gracePeriod"":0,""gracePeriodType"":""ABSOLUTE""}}}}}",,1691390599000,1691390215075,
