created_at,request_id,account_holder_id,name,product_id,account_no,tenant_id,currency,book_date,value_date,loan_amount,opening_date,ledger_id,installment_frequency,updated_at,maturity_date,id,coa_id,_load_ts_ms,status,sub_status,vbo_id,loan_closure_date,cdc_source_ts_ms,attributes,cdc_op
2023-01-16 08:12:05.470000+00:00,test111112121165,993bb1e6-c54c-42b3-bfe5-35fce10da209,May20_aion_loan_ank,3106044467916527335,1231103395016018,140793,INR,2020-04-17 00:00:00,2020-04-17 00:00:00,300000,2020-04-17 00:00:00,2413383187913750472,MONTHLY,2023-01-16 08:12:53.180000+00:00,2020-05-18 00:00:00,da2eb7f0-8965-461f-86dc-1466f0e7a9b2,2201104019684666068,1698088337000,ACTIVE,FULLY_DISBURSED,,,1698088107198,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":10.0,\""sourceLedgerId\"":\""6196087823139930291\"",\""sourceAccountId\"":\""4627ae4a-f3b4-4d7a-a0c4-2f8655157554\"",\""sourceProductId\"":\""4202712136292510534\"",\""sourceTransactionID\"":\""20230116081117313_3253_1673856674\"",\""sourceTransactionDate\"":\""2023-01-16\"",\""interestAmountAsOnBookingDate\"":1412.0}""",
2023-01-16 16:14:31.969000+00:00,test111112121176,993bb1e6-c54c-42b3-bfe5-35fce10da209,May20_aion_loan_ank,3106044467916527335,1231107456830019,140793,INR,2020-04-18 00:00:00,2020-04-18 00:00:00,100000,2020-04-18 00:00:00,7959167489516896034,MONTHLY,2023-01-16 16:24:53.759000+00:00,2020-05-18 00:00:00,8edf7927-6fa2-4df6-9b85-d9ff8327049a,2201104019684666068,1698088337000,ACTIVE,FULLY_DISBURSED,,,1698088107198,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":10.0,\""sourceLedgerId\"":\""6196087823139930291\"",\""sourceAccountId\"":\""4627ae4a-f3b4-4d7a-a0c4-2f8655157554\"",\""sourceProductId\"":\""4202712136292510534\"",\""sourceTransactionID\"":\""20230116160339229_16932_1673885018\"",\""sourceTransactionDate\"":\""2023-01-16\"",\""interestAmountAsOnBookingDate\"":443.0}""",
2023-01-18 05:58:39.398000+00:00,Test_account_20220423_00001,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Oct_loan_booking,8831200898333670589,1231100343728496,140793,INR,2022-04-23 00:00:00,2022-04-23 00:00:00,300000,2022-04-23 00:00:00,8039040445645843715,MONTHLY,2023-01-18 07:21:45.625000+00:00,2022-07-25 00:00:00,efe7440c-a4b3-4288-984e-c335722421d5,1911042500732320702,1698088337000,CLOSED,PRECLOSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088107650,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":28.0,\""statusReason\"":\""PRECLOSED_USER_REQUEST\"",\""sourceLedgerId\"":\""8806958173994267923\"",\""sourceAccountId\"":\""0ed22e33-ad87-491b-a1e4-a6aad2159161\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230118055755197_12729_Test_account_20220423_Shruti_0001\"",\""sourceTransactionDate\"":\""2023-01-18\"",\""interestAmountAsOnBookingDate\"":11169.0}""",
2023-01-18 06:03:15.536000+00:00,Test_account_20220423_00003,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Oct_loan_booking,8831200898333670589,1231109520335579,140793,INR,2022-04-23 00:00:00,2022-04-23 00:00:00,300000,2022-04-23 00:00:00,2896042357398434758,MONTHLY,2023-01-19 05:26:38.329000+00:00,2022-07-25 00:00:00,7df12f87-75ae-4f2c-b172-a948902b6a9f,1911042500732320702,1698088337000,CLOSED,PRECLOSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088107471,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":28.0,\""statusReason\"":\""PRECLOSED_USER_REQUEST\"",\""sourceLedgerId\"":\""8806958173994267923\"",\""sourceAccountId\"":\""0ed22e33-ad87-491b-a1e4-a6aad2159161\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230118060238258_5033_Test_account_20220423_Shruti_0003\"",\""sourceTransactionDate\"":\""2023-01-18\"",\""interestAmountAsOnBookingDate\"":11169.0}""",
2023-01-18 08:42:08.343000+00:00,Test_account_20220423_000014,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Oct_loan_booking,8831200898333670589,1231105884970134,140793,INR,2022-04-24 00:00:00,2022-04-24 00:00:00,300000,2022-04-24 00:00:00,8850850659150367267,MONTHLY,2023-01-18 08:42:12.306000+00:00,2022-07-25 00:00:00,9e1e3546-746e-4904-a899-c8a802fceb5d,1911042500732320702,1698088337000,ACTIVE,FULLY_DISBURSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088107650,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":28.0,\""sourceLedgerId\"":\""8806958173994267923\"",\""sourceAccountId\"":\""0ed22e33-ad87-491b-a1e4-a6aad2159161\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230118075104058_13545_Test_account_20220423_Shruti_0007\"",\""sourceTransactionDate\"":\""2023-01-18\"",\""interestAmountAsOnBookingDate\"":10935.0}""",
2023-01-18 10:31:29.288000+00:00,Test_account_20220423_000021,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Oct_loan_booking,8831200898333670589,1231106919407985,140793,INR,2022-04-25 00:00:00,2022-04-25 00:00:00,300000,2022-04-25 00:00:00,8548089257512934391,MONTHLY,2023-01-19 05:21:00.925000+00:00,2022-07-27 00:00:00,124388bd-e9d2-42ac-939b-6fedc34cdd2a,1911042500732320702,1698088337000,CLOSED,PRECLOSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088107471,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":28.0,\""statusReason\"":\""PRECLOSED_USER_REQUEST\"",\""sourceLedgerId\"":\""7607815664652375866\"",\""sourceAccountId\"":\""23fb9e9f-98ff-4eea-a48d-4cb1b26d885d\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230118101813077_6597_Test_account_20220423_Shruti_0008\"",\""sourceTransactionDate\"":\""2023-01-18\"",\""interestAmountAsOnBookingDate\"":11169.0}""",
2023-01-18 12:20:29.307000+00:00,Test_account_20220423_000022,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Oct_loan_booking,8831200898333670589,1231109125563633,140793,INR,2022-04-25 00:00:00,2022-04-25 00:00:00,300000,2022-04-25 00:00:00,8260129849864219023,MONTHLY,2023-01-18 12:41:16.822000+00:00,2022-07-27 00:00:00,c3fa9b62-19b6-48a7-881b-5623aab53589,1911042500732320702,1698088337000,ACTIVE,FULLY_DISBURSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088107650,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":28.0,\""sourceLedgerId\"":\""7607815664652375866\"",\""sourceAccountId\"":\""23fb9e9f-98ff-4eea-a48d-4cb1b26d885d\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230118121621572_86_Test_account_20220423_Shruti_0009\"",\""sourceTransactionDate\"":\""2023-01-18\"",\""interestAmountAsOnBookingDate\"":11169.0}""",
2023-01-19 08:35:27.910000+00:00,Test_account_20220426_0006,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Oct_loan_booking,8831200898333670589,1231106418733485,140793,INR,2022-04-26 00:00:00,2022-04-26 00:00:00,300000,2022-04-26 00:00:00,2120644724943149092,MONTHLY,2023-01-20 11:50:23.398000+00:00,2022-07-28 00:00:00,d01cc8e0-afb3-4987-8035-a750568ff2c3,1911042500732320702,1698088337000,CLOSED,PRECLOSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088108092,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":28.0,\""statusReason\"":\""PRECLOSED_REFUND\"",\""sourceLedgerId\"":\""9156658433215444438\"",\""sourceAccountId\"":\""c77b6237-6f99-4da1-bf78-fccce46b473b\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230119083323622_5535_Test_account_20220426_00005\"",\""sourceTransactionDate\"":\""2023-01-19\"",\""interestAmountAsOnBookingDate\"":11169.0}""",
2023-01-19 11:27:52.097000+00:00,atest11111212118015,f1a17d26-642d-4cc7-b58a-758de99bb242,May20_aion_loan_ank,8831200898333670589,1231100925173517,140793,INR,2022-04-27 00:00:00,2022-04-27 00:00:00,100000,2022-04-27 00:00:00,2481221472462986463,MONTHLY,2023-01-19 11:28:05.340000+00:00,2022-09-22 00:00:00,02693849-4547-41f1-863f-23a31b5b1a2a,1911042500732320702,1698088337000,ACTIVE,FULLY_DISBURSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088107471,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":10.0,\""sourceLedgerId\"":\""380319606286090244\"",\""sourceAccountId\"":\""c0986327-c5f9-4e54-841c-f77e1a8dbe75\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230119112415153_6101_1674127445\"",\""sourceTransactionDate\"":\""2023-01-19\"",\""interestAmountAsOnBookingDate\"":2373.0}""",
2023-01-20 09:18:21.248000+00:00,atest11111212118018,f1a17d26-642d-4cc7-b58a-758de99bb242,May20_aion_loan_ank,8831200898333670589,1231101980952423,140793,INR,2022-04-28 00:00:00,2022-04-28 00:00:00,100000,2022-04-28 00:00:00,8041157338827996118,MONTHLY,2023-01-20 09:28:41.350000+00:00,2022-09-22 00:00:00,dcb21be9-f45a-4261-8d5d-f48f01d2de23,1911042500732320702,1698088337000,ACTIVE,FULLY_DISBURSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088108092,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":10.0,\""statusReason\"":\""PRECLOSED_USER_REQUEST\"",\""sourceLedgerId\"":\""8963455290048406760\"",\""sourceAccountId\"":\""b5e873bc-43c6-4563-ac4b-fed35538d656\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230120091514461_12694_1674206110\"",\""sourceTransactionDate\"":\""2023-01-20\"",\""interestAmountAsOnBookingDate\"":2346.0}""",
2023-01-24 11:24:33.095000+00:00,atest11111212118030,f1a17d26-642d-4cc7-b58a-758de99bb242,May20_aion_loan_ank,8831200898333670589,1231107044862573,140793,INR,2022-05-05 00:00:00,2022-05-05 00:00:00,100000,2022-05-05 00:00:00,8143657228784190771,MONTHLY,2023-01-24 11:45:16.551000+00:00,2022-09-22 00:00:00,898ab788-f71e-4554-a56f-7e9a4257c4c0,1911042500732320702,1698088337000,ACTIVE,FULLY_DISBURSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088108645,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":10.0,\""sourceLedgerId\"":\""6259442185966317188\"",\""sourceAccountId\"":\""f5a54ba2-2448-48d9-9fb7-781abe4ad93c\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230124112229533_3412_1674559344\"",\""sourceTransactionDate\"":\""2023-01-24\"",\""interestAmountAsOnBookingDate\"":2151.0}""",
2023-01-24 13:01:18.695000+00:00,1674565234861,0e0e0be0-14b6-4e1d-b421-8953e21a6fae,Emerald_Automation,8831200898333670589,1231106923676195,140793,INR,2022-05-05 00:00:00,2022-05-05 00:00:00,96000,2022-05-05 00:00:00,4007983056088282253,MONTHLY,2023-01-24 13:11:51.668000+00:00,2022-08-05 00:00:00,db7f330c-38f7-4a1f-b210-36ca01068ab3,1911042500732320702,1698088337000,ACTIVE,FULLY_DISBURSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088108645,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":15.75,\""statusReason\"":\""PRECLOSED_USER_REQUEST\"",\""sourceLedgerId\"":\""473813695626971232\"",\""sourceAccountId\"":\""303090a3-78ec-46ca-866c-008f70eab43a\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230124130033755_3649_1674565226219\"",\""sourceTransactionDate\"":\""2023-01-24\"",\""interestAmountAsOnBookingDate\"":2530.0}""",
2023-01-25 09:04:06.270000+00:00,atest11111212118041,f1a17d26-642d-4cc7-b58a-758de99bb242,May20_aion_loan_ank,8831200898333670589,1231109649581590,140793,INR,2022-05-05 00:00:00,2022-05-05 00:00:00,100000,2022-05-05 00:00:00,3067232370004673323,MONTHLY,2023-01-25 09:06:01.778000+00:00,2022-09-22 00:00:00,c5b64503-093a-4f05-99bd-06f7fec0bde6,1911042500732320702,1698088337000,CLOSED,PRECLOSED,a78759ec-ffdf-4c50-926e-24f3db5a61a3,,1698088108765,"""{\""channel\"":\""ruby\"",\""timeZone\"":\""Asia/Kolkata\"",\""interestRate\"":10.0,\""statusReason\"":\""PRECLOSED_USER_REQUEST\"",\""sourceLedgerId\"":\""5928929835069292795\"",\""sourceAccountId\"":\""401d04e9-83bf-41b2-b276-2b8452c168fa\"",\""sourceProductId\"":\""7189319118255734032\"",\""sourceTransactionID\"":\""20230125090313221_3466_1674637385\"",\""sourceTransactionDate\"":\""2023-01-25\"",\""interestAmountAsOnBookingDate\"":2151.0}""",
