tenant_id,product_id,id,account_holder_id,name,currency,credit_limit,sanctioned_limit,open_date,_load_ts_ms,request_id,coa_id,ledger_id,account_number,cdc_source_ts_ms,attributes,flags,cdc_op
600309,3017235043440796086,b4a335bb-023e-4e24-af19-0596506a69e7,47fb563d-fb88-4d6a-a8d4-93780ee5e66a,COA__1441665598567441191__368670,USD,10000000,,2023-02-01,1697685778000,wHsxvSQVSANo0pMTHIoTxn3puG,1441665598567441191,,6111427198600312,1697685398251,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
600309,3017235043440796086,50215fc8-1484-413e-ab29-ffbc3acc83db,9b753514-0518-44b9-b041-921f6532fa21,COA__1441665598567441191__038881,USD,10000000,,2023-02-01,1697685960000,BUaet4Zow9stwt6cbAirtkawSR,1441665598567441191,,6112770715155586,1697685634401,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
140793,2522743094697248881,ff461c80-de2c-4957-977c-0efe07ceb110,bc6dc88c-1b5f-4b7e-a041-109aa34ff061,COA__4035248022331589538__668856,INR,900000000,,2010-03-07,1678716500000,Sxb0z2ciZnAIXOkrQMvQa96Fbs,4035248022331589538,,0010016741406544,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,4202712136292510534,9586ed20-f8db-4f80-adc4-55b37dddfbb3,8d0483ed-743b-4041-94d8-cd5e389d641a,CreateAccount 28 may 20:57,INR,15000000,,2020-04-25,1678716500000,CreateNewAccount_Nov_15_1674665223,2201104019684666068,,0010013713328251,,"{""currency"":""INR""}","{""delinquent"":false,""foreclosed"":true,""debitBlocked"":false,""dontAllowJit"":true,""dontPostFees"":false,""creditBlocked"":false,""dontAllowHold"":false,""dontAllowLien"":true,""dontAllowMemo"":true,""dontAssessFees"":false,""dontAllowMandate"":true,""dontPostInterest"":false,""dontAssessInterest"":false,""disableTransactionPolicyChecks"":false}",
140793,2522743094697248881,fd82f14f-979f-45b6-afe4-ba6d9135b118,fbd73196-2e72-411e-a24d-e8594309c885,COA__4035248022331589538__943879,INR,900000000,,2010-03-07,1678716500000,uys4idwB5pnKBDGHaucE8Upw0j,4035248022331589538,,0010016333460842,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,2522743094697248881,3e836fda-28f8-4e10-865a-d4f131123f23,2ff3e88c-1ad5-4f86-b978-2f13a7ae929a,COA_4035248022331589538_1679631154,INR,10000000,,2010-03-23,1679633966000,cfc83a38-38eb-4b29-bc3c-8a316ef705aa,4035248022331589538,,0010017366731901,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",,
140793,2522743094697248881,799f1acb-ed93-488f-a2ba-b938ea007ac0,b659dc51-cc0b-4ff0-884d-e8cdf12095a0,COA_4035248022331589538_1679630662,INR,10000000,,2010-03-23,1679633966000,416ff4ae-7826-41ac-8eef-8ce2ac6919ac,4035248022331589538,,0010010919192572,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",,
140793,2522743094697248881,383882ee-3e75-487d-80a4-7f1431fa0655,9030b79b-35d4-4571-90a5-ccc7fd9c5f12,COA_4035248022331589538_1679631233,INR,10000000,,2010-03-23,1679633966000,0f8d5680-6937-464c-8a18-f5859ea5a768,4035248022331589538,,0010014588329564,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",,
140793,4202712136292510534,1b3ab2d2-dfee-44c4-828b-34c564e9aa30,0d6497e4-12d9-4841-ad68-e28d95174153,James Smith,INR,100000000,,2020-05-07,1679654439000,31752152-ec50-4963-a3cf-1679650347,2201104019684666068,,0010015963346297,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,4553116145269988375,e3d6b0e1-0302-490e-8ee8-9b2e2f3f5c79,b7a395d2-44e2-43c9-9da8-40c73c2542d1,Durga1681106816915,INR,10000000,,2020-01-08,1681127219000,Zkzd96ozJb2GYWGTHsgftUbEDf,7575652030169009848,,0010011140327292,,"{""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,7762450906761625876,4fae62c5-315a-41b2-9354-aad94407e12a,be18a7f6-1a46-4a7f-91d0-10543fb16b39,COA_8856676763747829001_1682234762,INR,100000000,,2010-03-27,1682237198000,58171842-5841-4d75-8ff0-cbcd64b09175,8856676763747829001,,0010016932479755,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",,
600309,7712058760020738137,5eade24f-764a-43ab-8144-4f027a0eb66c,34948dce-ca1f-40a5-9b08-342366510c95,COA__1995340908378242767__958977,USD,500000,,2023-01-08,1695963885000,brY8uHioYGjuuEc1oi0mWscUpE,1995340908378242767,,6158502680053768,1695963448137,"{""currency"":""USD"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,2991823833981672779,2c308a67-e387-4a7a-90d4-d26bac489161,c82085cd-376e-4d6b-9a8a-0b60bb216503,James Smith,INR,100000000,,2020-06-25,1697437520000,41752152-ec50-4963-a3cf-1697436960,8853819763377721251,,0010015846640130,1697436969297,"{""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,2991823833981672779,719831e5-8f72-44d9-9c77-7f9dcb6d109d,c82085cd-376e-4d6b-9a8a-0b60bb216503,James Smith,INR,100000000,,2020-06-26,1697465973000,41752152-ec50-4963-a3cf-1697465569,8853819763377721251,,0010016715442731,1697465578546,"{""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,3017235043440796086,81605b15-ab08-42ae-9970-eeb576b13287,d9b07678-cbfe-4b8e-8a05-406522a722af,COA__1441665598567441191__243574,USD,10000000,,2023-02-01,1697685598000,iQY7xhns0WcEqudq1WYtN96iHc,1441665598567441191,,6103741257779472,1697685347043,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
600309,3017235043440796086,4cb64df2-3fd7-4e34-afc7-91aecfa91a51,7d6feb65-af35-40d2-87e9-1278d5aacdf0,COA__1441665598567441191__458349,USD,10000000,,2023-02-01,1697685778000,P87uCtLxsvYrqtcMUUZSta56n2,1441665598567441191,,6198078450621631,1697685462428,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
600309,3017235043440796086,6da9d926-ba84-4430-9476-0011e8ec2fd6,2d0d3a5c-56ac-4618-bd62-2bace2a46cf7,COA__1441665598567441191__435729,USD,10000000,,2023-02-01,1697685960000,4Ze6OVvb8rdTZHRuJECDLav8WG,1441665598567441191,,6141353771781275,1697685495863,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
600309,3017235043440796086,64398b70-dfab-4aa9-bc29-f8cc59fb3268,1fbdf459-428d-43fd-a7a4-ed64c0a91b73,COA__1441665598567441191__846947,USD,10000000,,2023-02-01,1697685960000,QBCkHYEaKDIYzoJDKTqRWmzL7M,1441665598567441191,,6130974855951774,1697685574039,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
140793,2522743094697248881,45fc5bcd-8015-434a-a21e-90563559430f,2a720b44-4200-4adb-a552-70b7c01b617f,COA__4035248022331589538__478471,INR,900000000,,2010-03-07,1678716500000,BgLbyoCaMbthPuZH4iZIalc3RL,4035248022331589538,,0010016093571937,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,4202712136292510534,78420f63-d7a5-4a9b-ba01-8b46d3094514,05f401cf-2b8a-4931-a61b-0bc7df794a60,James Smith,INR,50000000,,2020-04-17,1678716500000,31752152-ec50-4963-a3cf-1673872148,2201104019684666068,,0010016475302588,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""account.openDate"":""2020-04-17"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,4202712136292510534,0b1e2d4b-fff8-4d4c-a663-6c3d8df1f14b,b62a095e-8544-438d-94bf-bffb64fd5fdc,James Smith,INR,50000000,,2020-04-19,1678716500000,31752152-ec50-4963-a3cf-1674026969,2201104019684666068,,0010015792868297,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""account.openDate"":""2020-04-19"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,4202712136292510534,166e758f-9ad4-421a-a5e7-8ec651802711,0b788b2c-0f2e-4ddb-8449-6897748e5977,James Smith,INR,50000000,,2020-04-19,1678716500000,31752152-ec50-4963-a3cf-1674027855,2201104019684666068,,0010012602813233,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""account.openDate"":""2020-04-19"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,7762450906761625876,619d27cf-0f64-4c38-b2fb-9367edc1d6f6,33aaf81a-a85a-4594-8c80-63b0b04336c0,Loga14,INR,10000000,,2010-01-25,1678716500000,d813de6e-b1a2-4961-9d3b-c3457f8ebd8b,8856676763747829001,,0010012677354493,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",{},
140793,2522743094697248881,ec8c8dd7-b67c-4795-8d21-b1f5b3d44b29,c9b4a599-9d72-4fb7-aa52-dbbd636db1e3,COA__4035248022331589538__865223,INR,900000000,,2010-03-19,1678879477000,ITzx0Zybomvjm0L1ATvsHwDSBg,4035248022331589538,,0010015603005998,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",{},
140793,4553116145269988375,5026ea76-1210-4abc-ae13-ac7f9fdc45f7,6c308ca9-0d9a-4ee6-b174-58d7a70168a6,Durga1681106857867,INR,10000000,,2020-01-08,1681127219000,ltRz7J7tyhHLKVclKc5ZDyIat1,7575652030169009848,,0010014191683480,,"{""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,4553116145269988375,ca99125b-cfaf-4624-85de-043806624e66,d50243a3-cfe9-4d61-a6c6-fdbccef71671,Durga1681106843855,INR,10000000,,2020-01-08,1681127219000,DMD6sB3dRY8XHJDw9Swwv1m7JL,7575652030169009848,,0010019359751219,,"{""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,7762450906761625876,37e07917-0643-41aa-b2f2-f74ab4a9dcef,c242dbe0-6596-44b8-82b2-c8b99e798bfa,COA_8856676763747829001_1681306728,INR,100000000,,2010-03-23,1681310073000,663a1764-f4cf-4d35-969a-3eeed02404c9,8856676763747829001,,0010012032057922,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",,
140793,4202712136292510534,26077639-c0f4-4734-9f23-d625b247361f,500eccf7-4148-42e7-a62c-77321f5be8f8,James Smith,INR,10000000,,2020-05-19,1682172243000,31752152-ec50-4963-a3cf-1682168367,2201104019684666068,,0010010606809629,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,7712058760020738137,781cca40-5c4c-413e-84ce-770b9792113a,a48d7775-082c-4245-8631-434a589b2f22,COA__1995340908378242767__459330,USD,10000000,,2023-01-09,1697462956000,wlxql3baILQAwv033N0IE2pQEA,1995340908378242767,,6182227862848641,1697462612982,"{""currency"":""USD"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,3017235043440796086,f7605a7a-3547-4bda-accd-82d11b47350e,e387e3d0-b10a-4adb-924c-275ca6316d0a,COA__1441665598567441191__869131,USD,10000000,,2023-02-01,1697563509000,njdDQweIu2wf99m1COJ47EJp0m,1441665598567441191,,6177293502781524,1697563165257,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
600309,3017235043440796086,ee427b2d-181a-486f-a7ec-c90cfab57ee3,13c854bd-979b-421f-8422-577a214997d6,COA__1441665598567441191__977087,USD,10000000,,2023-02-01,1697685960000,53wzvskORBRZTF3DVj2wxJQf8I,1441665598567441191,,6115171880203433,1697685532592,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
140793,4202712136292510534,d087335c-2e0d-49af-9497-8dd6f21d0594,605094d5-48e9-4dae-b8aa-f3029f343e81,James Smith,INR,15000000,,2020-04-20,1678716500000,bf77cc8b-1591-4d8a-97c7-18c4fdd4fd64,2201104019684666068,,0010016427277383,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""REGULAR""}",{},
140793,4202712136292510534,90f9122a-fdf2-4ba8-b22a-6f25691fdaaf,0d6497e4-12d9-4841-ad68-e28d95174153,James Smith,INR,100000000,,2020-05-07,1679654439000,31752152-ec50-4963-a3cf-1679650427,2201104019684666068,,0010014713928314,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,4553116145269988375,24d7cb9b-8d60-49b3-908a-032133d52e87,73aef835-0392-435e-b2fb-9786c93d405c,Durga1681106826507,INR,10000000,,2020-01-08,1681127219000,dlYlaHgXI1ObP6mV3Yq0jGS9bQ,7575652030169009848,,0010018833308182,,"{""currency"":""INR"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
140793,2522743094697248881,0265e46e-0da0-41ff-90d6-2df9da71139c,500eccf7-4148-42e7-a62c-77321f5be8f8,James Smith,INR,100000000,,2010-05-21,1682253701000,31752152-ec50-4963-a3cf-1682249648,4035248022331589538,,0010014235945234,,"{""vbo-id"":""f57d7f96-b12a-40de-b45e-79dcf53ffe02"",""currency"":""INR"",""issuance.location"":""TN"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,3017235043440796086,c5347e47-c636-4f7a-b8cc-252d224730c0,da00704b-8107-4e74-b65a-2dc89042e9f5,COA__1441665598567441191__430429,USD,500000,,2023-02-01,1695796973000,nOceGEHBuJBFGtjmohpQdIBMYJ,1441665598567441191,,6181943953278008,1695796611101,"{""currency"":""USD"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,7712058760020738137,644ab764-2d38-4914-8907-94ddf8b6c6ee,3d17afc2-95c0-4273-91d9-1a0aeda87ee5,COA__1995340908378242767__857437,USD,500000,,2023-01-08,1695963320000,2jYKLES0M4qgQF9vr9uKvB6HHD,1995340908378242767,,6140319842681381,1695962995923,"{""currency"":""USD"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,7712058760020738137,14c2d238-d01f-4035-9dfb-d8dc100c97c0,d9c41003-396b-4039-a762-0992636d11c6,COA__1995340908378242767__509169,USD,500000,,2023-01-08,1695963320000,Jd69IQq04EvC7ZBPWojUuKtiFi,1995340908378242767,,6111831518791125,1695962971834,"{""currency"":""USD"",""dontPostInterest"":""false"",""issuance.location"":""TN"",""dontAssessInterest"":""false"",""ruby.annual-fee.treatment"":""LIFETIME_FREE""}",,
600309,3017235043440796086,9ba55b59-ee29-4c04-ac46-48e390d1f9e8,0ec891d6-0b87-4693-bca2-350196f53c3f,COA__1441665598567441191__380956,USD,10000000,,2023-02-01,1697685778000,7isBnACaft79MiwWIInabMKJ1s,1441665598567441191,,6146406946487155,1697685471680,"""{\""currency\"":\""USD\"",\""dontPostInterest\"":\""false\"",\""issuance.location\"":\""TN\"",\""dontAssessInterest\"":\""false\"",\""ruby.annual-fee.treatment\"":\""LIFETIME_FREE\""}""",,
