id,application_id,name,type,created_at,updated_at,ifi_id,_load_ts_ms,details,cdc_source_ts_ms,cdc_op
89160106-2429-462f-b567-a8aba0377187,d642be97-992a-42e1-a338-67536d03a5df,PersonalDetails,Details,2020-09-15 07:02:08.060337+00:00,2020-09-15 07:02:08.060337+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationLucas"",""Nationality"":""INDIAN""}",,
431e176f-6978-47ef-97ca-d52bc69c3a5e,926172ab-5f68-4f2c-bbfb-9cba1457a46a,PersonalDetails,Details,2020-09-15 07:10:24.883965+00:00,2020-09-15 07:10:24.883965+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationAshlyn"",""Nationality"":""INDIAN""}",,
fec1a125-b580-45e5-a305-02af90fa093b,26cf3ff5-9cc9-4cb4-9ad8-40a9928e3a6e,Address,Details,2020-09-15 10:42:25.790257+00:00,2020-09-15 10:42:25.790257+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationElvis"",""Nationality"":""INDIAN""}",,
e7fa096e-f8bd-490f-bf28-640bfd4c7285,630c58fd-39da-4e36-8c3f-8442cf577568,Others,Details,2020-09-15 10:42:26.967908+00:00,2020-09-15 10:42:26.967908+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationNoble"",""Nationality"":""INDIAN""}",,
72846293-3a82-49bd-86b3-808ed88da0a6,2fec9f2b-44e0-47cf-b6f6-8810dbdeecd3,PersonalDetails,Details,2020-09-15 10:42:27.568915+00:00,2020-09-15 10:42:27.568915+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationMaximo"",""Nationality"":""INDIAN""}",,
903b56b2-d5ea-4fed-856d-4263caf3b7f6,56c641f6-e195-4f7a-bbe1-b4511e8f5ddf,PersonalDetails,Details,2020-09-15 10:42:28.170202+00:00,2020-09-15 10:42:28.170202+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationGerardo"",""Nationality"":""INDIAN""}",,
cfe419f6-b4a3-4d17-83e2-48715b0b6284,6dfa9f59-5aba-46b8-99cb-07529b2356b2,Others,Details,2020-09-15 11:55:08.371622+00:00,2020-09-15 11:55:08.371622+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationMikel"",""Nationality"":""INDIAN""}",,
bd79aa85-0b26-4a1b-b43e-63491896249f,d13feeff-4f5b-4104-8323-b6268b587b52,PersonalDetails,Details,2020-09-15 11:55:10.327852+00:00,2020-09-15 11:55:10.327852+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationForest"",""Nationality"":""INDIAN""}",,
fa89e643-c742-4fad-ab79-367c9630fae4,8533f584-b365-4c45-97d2-ad6db88f69c0,Address,Details,2020-09-15 12:21:28.305620+00:00,2020-09-15 12:21:28.305620+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationAshley"",""Nationality"":""INDIAN""}",,
7d66260e-fca4-4e5b-b820-ade3a0572962,bfa9d2a3-9586-45a5-8aeb-05ffc3889000,PersonalDetails,Details,2020-09-15 12:21:28.997499+00:00,2020-09-15 12:21:28.997499+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationArlie"",""Nationality"":""INDIAN""}",,
94db909c-3f89-4e6f-941d-a360e9aecc43,9708382a-1f64-4e7d-9109-ca2cd08a46ae,Address,Details,2020-09-15 12:24:49.961621+00:00,2020-09-15 12:24:49.961621+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationEllyn"",""Nationality"":""INDIAN""}",,
f16fa703-1298-4f1c-a267-6fe0cc48476a,3b1e3fdd-3321-4a12-9b37-ffc534923f4f,PersonalDetails,Details,2020-09-15 12:24:52.853015+00:00,2020-09-15 12:24:52.853015+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationWillene"",""Nationality"":""INDIAN""}",,
852b123d-4f72-4ea3-974e-478b74d696d5,90e2efd5-e7d4-4d4a-a8d2-3bd86bb42162,Others,Details,2020-09-15 12:25:10.369873+00:00,2020-09-15 12:25:10.369873+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationLaurence"",""Nationality"":""INDIAN""}",,
55b9d8a9-6904-45cc-b28d-cd4f29a074fc,06f0fa76-50aa-4ab1-9de6-1a31bf999eb0,PersonalDetails,Details,2020-09-15 12:32:18.577714+00:00,2020-09-15 12:32:18.577714+00:00,162402,1681733470000,"{""Age"":""26"",""Name"":""AutomationCorine"",""Nationality"":""INDIAN""}",,
